[2026-02-03T18:52:01.681+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-03T18:52:01.702+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T18:46:00+00:00 [queued]>
[2026-02-03T18:52:01.708+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T18:46:00+00:00 [queued]>
[2026-02-03T18:52:01.709+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-03T18:52:01.716+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-03 18:46:00+00:00
[2026-02-03T18:52:01.723+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-03T18:46:00+00:00', '--job-id', '201', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmph_xcx4wl']
[2026-02-03T18:52:01.726+0000] {standard_task_runner.py:91} INFO - Job 201: Subtask load_snowflake
[2026-02-03T18:52:01.725+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=9966) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-03T18:52:01.727+0000] {standard_task_runner.py:64} INFO - Started process 9990 to run task
[2026-02-03T18:52:01.782+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T18:46:00+00:00 [running]> on host e6e1c513bfd4
[2026-02-03T18:52:01.844+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-03T18:46:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-03T18:46:00+00:00'
[2026-02-03T18:52:01.845+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-03T18:52:01.862+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-03T18:52:01.863+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-03T18:52:03.630+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900678.json to Snowflake stage
[2026-02-03T18:52:03.846+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900679.json to Snowflake stage
[2026-02-03T18:52:04.048+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900680.json to Snowflake stage
[2026-02-03T18:52:04.274+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900681.json to Snowflake stage
[2026-02-03T18:52:04.440+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900682.json to Snowflake stage
[2026-02-03T18:52:04.599+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900683.json to Snowflake stage
[2026-02-03T18:52:04.772+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900684.json to Snowflake stage
[2026-02-03T18:52:04.939+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900685.json to Snowflake stage
[2026-02-03T18:52:05.109+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900686.json to Snowflake stage
[2026-02-03T18:52:05.280+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900687.json to Snowflake stage
[2026-02-03T18:52:05.580+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900688.json to Snowflake stage
[2026-02-03T18:52:05.748+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900689.json to Snowflake stage
[2026-02-03T18:52:05.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900690.json to Snowflake stage
[2026-02-03T18:52:06.186+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900691.json to Snowflake stage
[2026-02-03T18:52:06.461+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900692.json to Snowflake stage
[2026-02-03T18:52:06.636+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1769900693.json to Snowflake stage
