[2026-02-04T01:29:34.401+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-04T01:29:34.420+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-04T01:26:00+00:00 [queued]>
[2026-02-04T01:29:34.426+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-04T01:26:00+00:00 [queued]>
[2026-02-04T01:29:34.426+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-04T01:29:34.434+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-04 01:26:00+00:00
[2026-02-04T01:29:34.441+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-04T01:26:00+00:00', '--job-id', '443', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp7jrffizr']
[2026-02-04T01:29:34.444+0000] {standard_task_runner.py:91} INFO - Job 443: Subtask load_snowflake
[2026-02-04T01:29:34.443+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=3740) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-04T01:29:34.444+0000] {standard_task_runner.py:64} INFO - Started process 3764 to run task
[2026-02-04T01:29:34.503+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-04T01:26:00+00:00 [running]> on host e6e1c513bfd4
[2026-02-04T01:29:34.565+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-04T01:26:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-04T01:26:00+00:00'
[2026-02-04T01:29:34.567+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-04T01:29:34.589+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-04T01:29:34.590+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-04T01:29:36.383+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167508850.json to Snowflake stage
[2026-02-04T01:29:36.616+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167508876.json to Snowflake stage
[2026-02-04T01:29:36.825+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167508927.json to Snowflake stage
[2026-02-04T01:29:37.042+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167508952.json to Snowflake stage
[2026-02-04T01:29:37.227+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167508978.json to Snowflake stage
[2026-02-04T01:29:37.393+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509011.json to Snowflake stage
[2026-02-04T01:29:37.591+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509075.json to Snowflake stage
[2026-02-04T01:29:37.762+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509107.json to Snowflake stage
[2026-02-04T01:29:37.965+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509167.json to Snowflake stage
[2026-02-04T01:29:38.139+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509185.json to Snowflake stage
[2026-02-04T01:29:38.355+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509277.json to Snowflake stage
[2026-02-04T01:29:38.539+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509362.json to Snowflake stage
[2026-02-04T01:29:38.711+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509416.json to Snowflake stage
[2026-02-04T01:29:38.907+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509427.json to Snowflake stage
[2026-02-04T01:29:39.089+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509458.json to Snowflake stage
[2026-02-04T01:29:39.260+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509485.json to Snowflake stage
[2026-02-04T01:29:39.450+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509504.json to Snowflake stage
[2026-02-04T01:29:39.627+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509520.json to Snowflake stage
[2026-02-04T01:29:39.807+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509558.json to Snowflake stage
[2026-02-04T01:29:39.999+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509564.json to Snowflake stage
[2026-02-04T01:29:40.190+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509603.json to Snowflake stage
[2026-02-04T01:29:40.367+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509615.json to Snowflake stage
[2026-02-04T01:29:40.560+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509620.json to Snowflake stage
[2026-02-04T01:29:40.775+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509645.json to Snowflake stage
[2026-02-04T01:29:40.975+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509680.json to Snowflake stage
[2026-02-04T01:29:41.153+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509702.json to Snowflake stage
[2026-02-04T01:29:41.349+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509742.json to Snowflake stage
[2026-02-04T01:29:41.525+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509766.json to Snowflake stage
[2026-02-04T01:29:41.698+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509797.json to Snowflake stage
[2026-02-04T01:29:41.875+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509847.json to Snowflake stage
[2026-02-04T01:29:42.082+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509885.json to Snowflake stage
[2026-02-04T01:29:42.268+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509925.json to Snowflake stage
[2026-02-04T01:29:42.448+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509936.json to Snowflake stage
[2026-02-04T01:29:42.625+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167509982.json to Snowflake stage
[2026-02-04T01:29:42.836+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167510028.json to Snowflake stage
[2026-02-04T01:29:43.027+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167510039.json to Snowflake stage
[2026-02-04T01:29:43.194+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167510044.json to Snowflake stage
[2026-02-04T01:29:43.395+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770167510094.json to Snowflake stage
