[2026-02-03T23:57:35.029+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-03T23:57:35.051+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T23:55:00+00:00 [queued]>
[2026-02-03T23:57:35.059+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T23:55:00+00:00 [queued]>
[2026-02-03T23:57:35.060+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-03T23:57:35.070+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-03 23:55:00+00:00
[2026-02-03T23:57:35.080+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=6983) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-03T23:57:35.078+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-03T23:55:00+00:00', '--job-id', '436', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmphvr2mdo3']
[2026-02-03T23:57:35.081+0000] {standard_task_runner.py:64} INFO - Started process 7008 to run task
[2026-02-03T23:57:35.081+0000] {standard_task_runner.py:91} INFO - Job 436: Subtask load_snowflake
[2026-02-03T23:57:35.161+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-03T23:55:00+00:00 [running]> on host e6e1c513bfd4
[2026-02-03T23:57:35.243+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-03T23:55:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-03T23:55:00+00:00'
[2026-02-03T23:57:35.244+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-03T23:57:35.268+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-03T23:57:35.270+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-03T23:57:37.290+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161712.json to Snowflake stage
[2026-02-03T23:57:37.567+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161713.json to Snowflake stage
[2026-02-03T23:57:37.862+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161714.json to Snowflake stage
[2026-02-03T23:57:38.125+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161715.json to Snowflake stage
[2026-02-03T23:57:38.359+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161716.json to Snowflake stage
[2026-02-03T23:57:38.588+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161717.json to Snowflake stage
[2026-02-03T23:57:38.825+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161718.json to Snowflake stage
[2026-02-03T23:57:39.096+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161719.json to Snowflake stage
[2026-02-03T23:57:39.369+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161720.json to Snowflake stage
[2026-02-03T23:57:39.622+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161721.json to Snowflake stage
[2026-02-03T23:57:39.875+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161722.json to Snowflake stage
[2026-02-03T23:57:40.117+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161723.json to Snowflake stage
[2026-02-03T23:57:40.386+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161724.json to Snowflake stage
[2026-02-03T23:57:40.652+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161725.json to Snowflake stage
[2026-02-03T23:57:40.892+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161726.json to Snowflake stage
[2026-02-03T23:57:41.135+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161727.json to Snowflake stage
[2026-02-03T23:57:41.411+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161728.json to Snowflake stage
[2026-02-03T23:57:41.645+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161729.json to Snowflake stage
[2026-02-03T23:57:41.902+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161730.json to Snowflake stage
[2026-02-03T23:57:42.183+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161731.json to Snowflake stage
[2026-02-03T23:57:42.424+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161732.json to Snowflake stage
[2026-02-03T23:57:42.669+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161733.json to Snowflake stage
[2026-02-03T23:57:42.909+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161734.json to Snowflake stage
[2026-02-03T23:57:43.147+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161735.json to Snowflake stage
[2026-02-03T23:57:43.379+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161736.json to Snowflake stage
[2026-02-03T23:57:43.621+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161737.json to Snowflake stage
[2026-02-03T23:57:43.917+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161738.json to Snowflake stage
[2026-02-03T23:57:44.147+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161739.json to Snowflake stage
[2026-02-03T23:57:44.384+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161740.json to Snowflake stage
[2026-02-03T23:57:44.623+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161741.json to Snowflake stage
[2026-02-03T23:57:44.871+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161742.json to Snowflake stage
[2026-02-03T23:57:45.111+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161743.json to Snowflake stage
[2026-02-03T23:57:45.361+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161744.json to Snowflake stage
[2026-02-03T23:57:45.843+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161745.json to Snowflake stage
[2026-02-03T23:57:46.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161746.json to Snowflake stage
[2026-02-03T23:57:46.308+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161747.json to Snowflake stage
[2026-02-03T23:57:46.554+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161748.json to Snowflake stage
[2026-02-03T23:57:46.788+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161749.json to Snowflake stage
[2026-02-03T23:57:47.054+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1770161750.json to Snowflake stage
